convertire;0;0,000000000000000
raggiungere;6;0,000228024170562
ermetico;0;0,000000000000000
buonanotte;0;0,000000000000000
pizzeria/cucina;0;0,000000000000000
insieme;15;0,000570060426405
deliziare;2;0,000076008056854
invernale;1;0,000038004028427
caotico;11;0,000418044312697
braceria;2;0,000076008056854
gbergamasco;0;0,000000000000000
affezionare;3;0,000114012085281
sake;1;0,000038004028427
vario;84;0,003192338387869
passato;1;0,000038004028427
manzo;2;0,000076008056854
antonio;0;0,000000000000000
novità;8;0,000304032227416
comunque;214;0,008132862083381
volantino;0;0,000000000000000
padrone;16;0,000608064454832
contornare;0;0,000000000000000
fruttare;0;0,000000000000000
onor;0;0,000000000000000
salato;13;0,000494052369551
inarrivabile;1;0,000038004028427
ricercato;28;0,001064112795956
bocconcino;0;0,000000000000000
gyoza;1;0,000038004028427
cavaliere;0;0,000000000000000
destinare;0;0,000000000000000
puntiglioso;0;0,000000000000000
pilastro;0;0,000000000000000
roll;2;0,000076008056854
salsiccia;5;0,000190020142135
tessuto;1;0,000038004028427
vaschetta;1;0,000038004028427
infinito;29;0,001102116824383
sviluppare;1;0,000038004028427
tempio;0;0,000000000000000
nutella;1;0,000038004028427
agnello;0;0,000000000000000
affezionato;5;0,000190020142135
padre;1;0,000038004028427
apparentemente;2;0,000076008056854
occasionalmente;0;0,000000000000000
bancone;8;0,000304032227416
sapiente;3;0,000114012085281
tonnè;0;0,000000000000000
stringato;0;0,000000000000000
queendici;0;0,000000000000000
ampio;214;0,008132862083381
consorte;0;0,000000000000000
c;2;0,000076008056854
straniero;2;0,000076008056854
immeritato;1;0,000038004028427
riferire;0;0,000000000000000
taaaanta;0;0,000000000000000
approssimazione;0;0,000000000000000
passare;61;0,002318245734048
equo;1;0,000038004028427
quadrato;0;0,000000000000000
l;2;0,000076008056854
doccia;1;0,000038004028427
familiare;71;0,002698286018318
gola;0;0,000000000000000
raggiungibile;5;0,000190020142135
insonorizzare;0;0,000000000000000
salare;12;0,000456048341124
the;7;0,000266028198989
sibir;0;0,000000000000000
cannuolo;0;0,000000000000000
q;0;0,000000000000000
sale;3;0,000114012085281
lavoro;73;0,002774294075172
risentire;1;0,000038004028427
velleità;0;0,000000000000000
hamburgherie;1;0,000038004028427
sala;85;0,003230342416296
comprare;1;0,000038004028427
hamburgheria;2;0,000076008056854
ripieno;7;0,000266028198989
x;37;0,001406149051799
iper-professionali;1;0,000038004028427
tartufo;12;0,000456048341124
z;0;0,000000000000000
signore;32;0,001216128909664
magnifico;20;0,000760080568540
disponibilità;32;0,001216128909664
disponibilitá;0;0,000000000000000
intrigante;0;0,000000000000000
panzerottate;1;0,000038004028427
tuto;0;0,000000000000000
spigola;1;0,000038004028427
fidanzato;7;0,000266028198989
rucco;0;0,000000000000000
motivare;0;0,000000000000000
cozza;17;0,000646068483259
arancia;3;0,000114012085281
soldo;3;0,000114012085281
indispensabile;1;0,000038004028427
frugale;0;0,000000000000000
tranquillità;8;0,000304032227416
sotto;2;0,000076008056854
tranquillitá;0;0,000000000000000
considerevole;0;0,000000000000000
competere;0;0,000000000000000
fianco;3;0,000114012085281
gnocco;15;0,000570060426405
richiamare;2;0,000076008056854
assimilabile;0;0,000000000000000
arancio;1;0,000038004028427
negroamaro;0;0,000000000000000
pretesa;12;0,000456048341124
sveglio;0;0,000000000000000
infrangere;0;0,000000000000000
esagerazione;0;0,000000000000000
sapienza;0;0,000000000000000
freddo;24;0,000912096682248
quadrare;0;0,000000000000000
carota;1;0,000038004028427
sano;20;0,000760080568540
trippa;1;0,000038004028427
apparire;2;0,000076008056854
scheletro;0;0,000000000000000
prendere;28;0,001064112795956
tonnato;12;0,000456048341124
stratosferico;3;0,000114012085281
tonno;19;0,000722076540113
motivo;2;0,000076008056854
eccellere;2;0,000076008056854
coerente;7;0,000266028198989
attento;292;0,011097176300688
loquace;0;0,000000000000000
negozio;2;0,000076008056854
orientato;0;0,000000000000000
correggere;8;0,000304032227416
festa;12;0,000456048341124
termine;4;0,000152016113708
confuzionario;0;0,000000000000000
dolce;994;0,037776004256451
margarita;4;0,000152016113708
regalo;4;0,000152016113708
motivato;2;0,000076008056854
matrimonio;0;0,000000000000000
iniziativa;1;0,000038004028427
geniale;5;0,000190020142135
industriale;3;0,000114012085281
infinità;0;0,000000000000000
salame;0;0,000000000000000
friulano;0;0,000000000000000
incutere;0;0,000000000000000
trafficare;0;0,000000000000000
ricercare;33;0,001254132938091
é;106;0,004028427013263
cardamomo;0;0,000000000000000
RIPETERE;0;0,000000000000000
esito;1;0,000038004028427
concentrato;1;0,000038004028427
thé;0;0,000000000000000
schiettezza;0;0,000000000000000
thè;0;0,000000000000000
gorgonzola;1;0,000038004028427
contrario;1;0,000038004028427
dosare;0;0,000000000000000
garbo;4;0,000152016113708
sposo;0;0,000000000000000
sposa;0;0,000000000000000
capace;10;0,000380040284270
soddisfare;142;0,005396572036636
desiserare;0;0,000000000000000
centralità;1;0,000038004028427
cordiale;819;0,031125299281724
trascendentale;0;0,000000000000000
pressi;1;0,000038004028427
valido;41;0,001558165165508
flop;0;0,000000000000000
poliglotta;0;0,000000000000000
compiacimento;0;0,000000000000000
adesso;3;0,000114012085281
famoso;8;0,000304032227416
svariato;0;0,000000000000000
avanti;12;0,000456048341124
pomodorini;0;0,000000000000000
apprendere;0;0,000000000000000
chiudere;6;0,000228024170562
moglie;6;0,000228024170562
singolare;1;0,000038004028427
capire;6;0,000228024170562
finchè;0;0,000000000000000
inverosimile;0;0,000000000000000
matteo;0;0,000000000000000
fedele;2;0,000076008056854
litro;2;0,000076008056854
periferia;1;0,000038004028427
sperimentare;3;0,000114012085281
fragola;12;0,000456048341124
lesinare;1;0,000038004028427
amtipasto;0;0,000000000000000
entrèe;0;0,000000000000000
presto;125;0,004750503553377
attenti;4;0,000152016113708
remix;0;0,000000000000000
